;Postagens;Classification
185;"Presidente Jair Messias Bolsonaro e um ser humano como qualquer outro e tem os seus defeitos, mas e o MELHOR candidato a presidencia da Republica! E o que mais fez pelo Brasil nas ultimas decadas! Louise Barsi Via .diaspodcast (Instagram)
";1
188;"Esta obra foi usada por mais de anos como promessa do governo petista ao povo do Nordeste. Obras paradas, desvios, corrupcao. E nao passou de promessas.Jair Messias Bolsonaro inaugura uma nova era de dignidade e prosperidade para o povo do Nordeste. E acima de tudo, de liberdade! Liberdade da promessa ""de cabresto"", liberdade da chantagem e da miseria.Orgulho do nosso Presidente!
";1
194;"Apos ser chamado de ""tchutchuca do centrao"" e ""vagabundo"" pelo youtuber Wilker Leao, o presidente Jair Bolsonaro (PL) se envolveu em uma confusao na saida do Palacio da Alvorada, nesta quinta-feira ().Bolsonaro tentou pegar o celular do youtuber e os segurancas interviram. A cena foi registrada por um jornalista que estava no local e que tambem foi intimado por um seguranca a parar de filmar. Para mais noticias, acesse: cbnvale.com.br ou siga nas redes sociais
";1
196;"Esse e apenas UM de MUITOS pontos que tenho para repetir meu voto de .No auge da inflacao, cheguei a pagar R$ ,/L, e olha que nem foi das mais caras.Com iniciativa e apoio da maioria do Congresso, o Governo Federal conseguiu reduzir o ICMS de todo pais.
";1
201;"E muito gratificante receber o apoio de amigos e de tantas pessoas que acreditam e lutam por este projeto de renovacao.Esse incentivo popular e verdadeiro, as milhares de mensagens e toda forca que nos recebemos diariamente, fortalecem a nossa missao rumo ao Governo do Estado.Agradeco tambem o amigo Ratinho, que desde o inicio me incentivou e segue confiando no meu trabalho!
";1
207;"Confianca se faz com trabalho! Por isso visitamos Gloria de Dourados e iniciamos a nossa caminhada no deg Batalhao da PM do municipio, conversamos com os irmaos de farda e articulamos sobre futuras acoes politicas que atendam as demandas da instituicao de seguranca publica. Na Camara municipal, nos encontramos com o vereador Caio, apoiadores e amigos para falarmos de politicas direcionadas a desenvolver mais o nosso MS. Passamos ainda nas escolas, Vania Medeiros Lopes e Do
";1
215;"Nosso e de , durante as eleicoes quando o nosso presidente veio ate Porto Velho.Sempre fui um fiel defensor do Bolsonaro e continuo sendo, lutando pelas mesmas bandeiras em nosso Estado.Seguimos juntos! Jair Messias Bolsonaro para presidente 
";1
225;"Comecou a campanha eleitoral e eu sou candidato ao GOVERNO DE MATO GROSSO DO SUL.Nos estamos na guerra e nos iremos vencer. Aqui e Capitao Contar, pra governador.Vamos mudar o nosso Estado de verdade.
";1
228;"Primeira Carreata para a reeleicao do nosso Presidente Jair Bolsonaro realizada com sucesso.Mais de veiculos compareceram, foi ESPETACULAR.Muito obrigado pelo apoio de cada um de voces! Vote no Time do Bolsonaro...De
";1
233;"Acabei de receber a otima noticia de que Rosana Martinelli sera a segunda suplente do senador Wellington Fagundes. Rosana, mulher, empresaria, administradora, ex-prefeita de Sinop e uma grande lideranca do Nortao Mato-grossense chega para abrilhantar essa campanha e tambem nos representar em Brasilia. Como eu ja disse: quanto mais , melhor. Conte com meu apoio 
";1
235;"Jair Messias Bolsonaro As obras da Transnordestina avancam e sao uma prioridade para o Governo Federal.Atravessando municipios em Pernambuco, no Ceara e no Piaui, a ferrovia conta com mais de . km de extensao. Vamos em frente, trabalhando para dinamizar a economia do Nordeste!
";1
238;"A obra que foi orcada em milhoes de reais, ja esta avaliada em mais de milhoes e esse valor pode aumentar ainda mais.Enquanto isso a nossa educacao tem uns pessimos indices tanto no ensino medio, quanto no fundamental. dos piores municipios em saneamento basico, um dos piores estados em transparencia, saude precaria, etc...Curta
";1
239;"Lula, durante comicio em Sao Paulo, atacou Padres e pastores. Disse que nao precisava deles para falar com Deus (nao foi um recado teologico, mas exteriorizacao de raiva e incomodo com os religiosos que nao cultuam o PT), e demonstrou que tem o ditador socialista da Nicaragua como referencia.
";1
240;"Chegamos em Jatei, regiao Centro-Oeste de Mato Grosso do Sul e fomos recebidos pelo Prefeito Eraldo Jorge.Na oportunidade conversamos sobre as acoes de campanha, a renovacao dos compromissos e o apoio ao nosso trabalho. Tambem tivemos uma reuniao de almoco no Centro do Idoso com apoiadores e com os irmaos de farda, o Tenente Rios e o Comandante da deg GPM de Jatei, Sargento Anderson.Ouvindo a populacao, autoridades e liderancas, nos demos o formato do nosso trabalho e busc
";1
248;"O Jornal Nacional, da emissora de TV Rede Globo, marcou a maior audiencia do ano com a entrevista concedida pelo presidente e candidato a reeleicao Jair Bolsonaro (PL). Dados previos mostram que a sabatina desta a feira (.ago.) marcou , pontos na Grande Sao Paulo. Cada ponto representa . domicilios e . individuos. 
";1
250;"Sou o Tenente-coronel Zucco. Servi ao pais no exercito por quase tres decadas. E agora sirvo atraves da politica! Em meu primeiro mandato, foram DEZ leis aprovadas para o estado do Rio Grande do Sul. Saude, educacao e seguranca contempladas. Como deputado federal, minha meta se expande na mesma proporcao da responsabilidade.Fui o deputado estadual do RS mais votado em e o primeiro deputado na historia do parlamento gaucho a ter votos em todos os municipios do e
";1
251;"Ola, hoje estou na missao pelo Governo do Estado, mas se voce quer conhecer um pouco mais da trajetoria do Capitao Contar na carreira militar e tambem na missao como Deputado Estadual por Mato Grosso do Sul, assista esse video ate o final e veja como eu cheguei ate aqui. 
";1
257;"Jair Bolsonaro deu um SHOW de COMUNICACAO CORPORATIVA!Um tribunal inquisitorio montado na bancada do Jornal Nacional da Rede Globo por dois jornalistas ricos e famosos tentou destruir a reputacao do candidato a reeleicao e atual Presidente da Republica.Com firmeza e seguranca, o Presidente rebateu uma a uma as acusacoes. Nao precisou responder a perguntas. Nao houve perguntas.Foi jornalismo de quinta categoria, da emissora que ja foi notoria e deixou de ter privilegios.F
";1
258;"Daniela Mercury disse que nunca recebeu dinheiro publico, mas isso e mentira. Temos nas redes inumeras postagens com valores que ela recebeu do Governo Federal na epoca do PT e ate hoje recebe pra fazer shows, inclusive nesse showmicio sem publico pro Lula aqui em Sao Paulo no dia de Maio. Ela recebeu mil reais da Prefeitura de SP, via Secretaria Municipal de Cultura. E um escarnio com a populacao de Sao Paulo! 
";1
260;"Concordo com o Senador Marcos Rogerio, e facil defender um Governo que nao tem nenhum centavo desviado dos recursos publicos, nao tem sucessivos escandalos de corrupcao e nao tem o que esconder.""Eu defendo um governo que, embora seja acusado de corrupcao, nao tem um centavo de real pago em nenhum desses contratos. Segundo a oposicao, o maior caso de corrupcao do Governo Bolsonaro nao tem um centavo desviado. A oposicao ta certa""As narrativas acusatorias seguem sendo quebr
";1
266;"Nunca foi tao facil decidir em quem votar para o Governo de Goias, de um lado temos um Coronel que fechou comercios, perseguiu trabalhadores, nao cumpriu suas promessas de campanha, virou as costas para o Presidente, e ainda teve a audacia de falar que nao precisa do nosso votoDo outro lado temos o Deputado Federal Deputado Major Vitor Hugo , jovem, inteligente, dedicado, corajoso, e tem o apoio e confianca do Presidente Bolsonaro, juntamente com o candidato a Senador Wi
";1
269;"Essa imagem e muito forte para mim. Essa marca, que me diferencia, e fruto de uma violencia que nao foi capaz de parar alguem que e protegido por Deus. Fui baleado por um tiro de fuzil em uma operacao de tentativa de prisao do criminoso Matematico. 
";1
271;"Um homem sozinho pode ser vencido, mas dois conseguem defender-se.Um cordao de tres dobras nao se rompe com facilidade.(Eclesiastes Esta chegando a hora de nos unirmos em um so proposito, mudar o estado do Rio de Janeiro e continuar na luta por um Brasil melhor. Vamos a luta!
";1
273;"O presidente Jair Bolsonaro disse que conversou com parte da equipe economica e garantiu no Orcamento a manutencao da zeragem dos impostos federais sobre gasolina, diesel, alcool e gas de cozinha em . Em evento com prefeitos em Brasilia, Bolsonaro afirmou que negocia com o Ministerio da Economia a possibilidade de zerar tambem os tributos federais sobre o querosene de aviacao.""Hoje tive mais uma conversa com parte da equipe economica do Paulo Guedes sobre o PLOA, o noss
";1
279;"Os jornalistas devem ter sentido vergonha alheia pela falta de etica e profissionalismo destes dois, assim como o pais inteiro sentiu nojo da .Quero ver se Quinta-feira vao sentar o pau no e lembrar que o comandou o maior roubo da historia do nosso pais.
";1
282;"A seguranca publica esta diretamente ligada ao bem estar do cidadao sul-mato-grossense, por isso estamos sendo incansaveis no esforco para transformar trabalho e dedicacao em resultado para o nosso MS. Fazer o que tem que ser feito.
";1
288;"Firmes e fortes na missao!Um bom soldado enfrenta todas as adversidades de frente, com garra e com coragem. Nos estamos em uma batalha contra gigantes que defendem a manutencao do sistema e a permanencia dos mesmos grupos politicos no poder. Mas nao estou sozinho nesta luta. Nossa tropa vem forte. 
";1
296;"Amanha Dia / Estaremos juntos na caminhada com o Daniel Silveira em Campo Grande e na Uruguaiana no centro do Rio de Janeiro .Temos um encontro marcado, contamos a presenca de voce que e Patriota!Faca parte dessa missao junto conosco na luta em favor da nossa Patria, Familia, Liberdade! 
";1
299;"UM DOS MELHORES VIDEOS QUE JA VI!Presidente Jair Messias Bolsonaro esta indo longe demais... Quem ele pensa que e?- Concluiu a transposicao do Rio Sao Francisco, abandonada pelo governo PT, levando agua para milhoes de brasileiros; 
";1
300;"E oficial!Sou candidato ao Governo de Mato Grosso do Sul.Agora temos um novo caminho para trilhar!Temos a chance de fazer um trabalho ainda maior por nosso Estado e construir o futuro que os sul-mato-grossenses tanto merecem.
";1
301;"A imprensa e claro nao poderia deixar de ser descarada e inescrupulosa como sempre,arrumou uma maneira de falar mal do Whey protein dizendo que pode trazer riscos para saude! Se o nosso presidente descobrir a cura do cancer,com certeza eles irao falar que a doenca e algo bom. Cretinos!
";1
303;".- O Governo Federal zerou imposto de importacao de suplementos alimentares, como whey protein, creatina, BCAA e multivitaminicos, e diversos itens de nutricao esportiva, alem de reduzir de , pra % os impostos para diversos outros itens, como proteinas lacteas e Albumina.- ""Por que nao anuncia reducao de imposto sobre alimentos?"" Por que ja anunciamos ha meses! Os impostos sobre itens da cesta basica tem sido reduzidos e zerados continuamente desde para combater os
";1
304;"LULA e FERNANDO HADDAD podem sofrer uma dura derrota no TSE. As contas de campanha deles, em , foram rejeitadas pela area tecnica da Corte por irregularidade nos gastos.Os analistas identificaram que a chapa de Lula, substituida depois pela de Fernando Haddad, pagou gastos da campanha do atual candidato a governador de Sao Paulo. As duas chapas tambem dividiram despesas de fornecedores, pagando meio-a-meio pelos servicos. Ha ainda a constatacao de que o PT gastou mais d
";1
309;"So no COMPERJ foram R$ bilhoes roubados do povo brasileiro pelo PT.O Rio de Janeiro nao tem hoje a maior refinaria de petroleo do Brasil, nao tem mil empregos em Itaborai e nao e auto-suficiente em gasolina/diesel por causa do governo do ex-presidiario.Nosso RJ nao merece um Presidente da Republica que roubou a esperanca de cariocas e fluminenses. 
";1
312;"Bolsonaro ao vivo hoje no Jornal Nacional as : para desmascarar todas as desinformacoes da Globo.Voce nao pode perder o nosso presidente soltando o verbo e desmentindo as manipulacoes feitas durante seus anos de governo. Mas lembre-se, acabou a entrevista TROQUE DE CANAL. ..
";1
314;"JUSTAMENTE QUANDO ESTAMOS EM CRESCIMENTO SUBSTANCIAL NAS PESQUISAS E SE CONSOLIDA PARA DISPUTAR O SEGUNDO TURNO DO GOVERNO DO ESTADO, surgem ATAQUES SISTEMATICOS COM FAKE NEWS CONTRA ELE E SUA FAMILIA!E jogo sujo! Jogo baixo e nao vamos aceitar!Confiamos na Justica e vamos acionar os meios juridicos contra quem tentar disseminar fake news! Nao vamos deixar que mentiras sejam propagadas!
";1
317;"O capitao do povo fez muito pelo Brasil, mesmo com todas as dificuldades da pandemia e da guerra. O Brasil hoje e o pais da retomada economica e do desenvolvimento, enquanto grandes potencias patinam pelo mundo. Parabens, presidente Jair Messias Bolsonaro .E conte comigo para fazer Sao Paulo avancar!
";1
318;"""Fica em casa se puder""Os que hoje te pedem seu voto, para que continuem no poder, sao os mesmos que ontem, cercearam sua liberdade e fizeram voce fechar a porta do seu comercioe ter que ficar trancado em casa, usaram as forcas de seguranca para oprimir cidadaos que praticavam esportes nas ruas e ate mesmo idosos que estavam curtindo o ar livre nas pracas. 
";1
320;"Nem todos os globais pensam como a maioria dos que trabalham na emissora. Somente aqueles que sempre tiveram a ""mamatinha"" dos supersalarios odeiam o presidente Jair Messias Bolsonaro. E odeiam unica e exclusivamente por ele ter cortado a mamatinha dos supersalarios dentro da Globo. Inclusive, ja conversei com alguns que apoiam Bolsonaro, mas que nao podem se manifestar por medo de censura e retaliacao. O resto voces ja sabem... 
";1
326;"Ola amigos, convido todos para o nosso grande adesivaco dia / - sabado, que sera na entrada da Velha Maraba com inicio : da manha.Tambem teremos adesivos com o nosso presidente, vamos juntos lutar pelo bem do nosso Pais e do estado do Para!!!
";1
331;"PRAZER, DRA. ANELENA SALOMAO! Atraves de post espero que voce, que me acompanha com tanto carinho por aqui, possa sentir todo amor que sinto pelo nosso Brasil e minha sede por renovacao. E mais do que isso, que eu tenha conseguido passar para todos, o que eu tanto sonho para essa nacao. Chega de mentiras. Chega de corrupcao. E hora de decretarmos a nossa liberdade. Vem com a gente para fazermos a diferenca.Com garra e coragem,
";1
338;"Nesses meus anos como Deputada Federal, combati projetos de lei que vao contra os nossos valores mais sagrados.Esse combate em defesa dos nossos valores nao pode parar jamais. Porque o outro lado, voces sabem, nao da tregua.Peco o seu voto no meu numero , para continuar o trabalho como a sua Deputada Federal, em defesa da familia.
";1
347;"Nos temos a chance unica de fazer a mudanca de verdade em Mato Grosso do Sul!E ter um governador que vai CUIDAR DAS PESSOAS, que vai PRIORIZAR AS NECESSIDADES DA POPULACAO e trazer SOLUCOES para resolver problemas que sao tao antigos.Temos projetos, temos preparo e temos o compromisso de TRABALHAR PARA AS PESSOAS!
";1
348;"""Quer Bater Em Mulher ? Va Bater Em Outro Lugar""Durante seu discurso no comicio no Vale do Anhangabau, em Sao Paulo, Lula comentou nesse sabado () ao condenar a violencia domestica contra as mulheres. Ele disse:""Quer bater em mulher? Va bater em outro lugar, mas nao dentro da sua casa ou no Brasil, porque nos nao podemos aceitar mais isso.""
";1
350;"NUNCA FOI TAO FACIL ESCOLHER Nossa! Mas que horror, uma mulher que vota em Bolsonaro? Nao so voto como apoio e estou fechada com o nosso presidente. Umas das coisas mais importantes a se discutir e essa lavagem cerebral que a midia tradicional criou na cabeca de pessoas inocentes. 
";1
355;"Esta chegando o grande dia! Vivemos uma guerra espiritual e precisamos da sua ajuda no enfrentamento do bem contra o mal. Continuaremos firmes na defesa de valores inegociaveis para o brasileiro. Deus, Patria, familia e liberdade! Para Presidente, vote Bolsonaro. E para Deputado Federal no RJ, vote Carlos Jordy 
";1
356;"Estive recentemente em Angra dos Reis, uma das cidades na qual destinei recursos durante o meu mandato. Foram mais de , milhoes de reais em emendas parlamentares, que beneficiaram as areas da saude, agricultura e assistencia social, conforme as suas necessidades.E vem muito mais por ai! Vamos com ? Deputado Federal Felicio Laterca 
";1
358;"(VIDEO) - SAIBA A VERDADE!A MENTIRA E CORRUPCAO SAO PILARES DO GOVERNO DO PT!Lula e Dilma, os pais da mentira, prometeram a entrega da transposicao do Rio Sao Francisco inumeras vezes, desde a promessa seguia. E adivinha pelas maos de quem a obra foi devidamente entregue, com respeito ao povo e ao dinheiro publico? JAIR MESSIAS BOLSONARO! 
";1
366;"Lula defende abertamente o aborto e ainda diz que a pauta da familia e dos valores e uma pauta atrasada. Para os cristaos, que cogitam votar no bandido, deixo aqui a reflexao: Ou voce e cristao ou defende quem e a favor do aborto, os dois nao da!
";1
371;"Estou percorrendo os municipios de Mato Grosso do Sul, apresentando meu trabalho e as minhas propostas para o futuro do nosso Estado e voce tambem pode me acompanhar pelas redes sociais. Instagram: Facebook: Youtube: T
";1
382;"Eles pensam que enganam! Os bolsonaristas nojentos pensam que estao em , que a campanha repleta de mentiras vai dar resultado. Acabou! O povo esta sentindo o descaso e massacre desse desgoverno no bolso, na mesa com comida a menos, no carro encostado por nao conseguir manter o combustivel, na troca da carne pelo ovo, do frango pela pele de frango... E vamos ser realistas, essa marcha nao e e nubca foi para Jesus, e uma marcha ideologica que atende a demanda de ladroes que
";1
383;"Hoje, antes do sol nascer, nos ja estavamos encontrando com trabalhadoras e trabalhadores no patio do Frigonosso para uma conversa muito importante com os funcionarios. Atualmente, quase familias tiram seu sustento neste frigorifico. E eu garanto que esse numero poderia ser ainda maior se houvessem acoes assertivas do governo do Acre para impulsionar a economia e gerar novas vagas de emprego.Foi sobre isso que eu, Marcus Alexandre e Nazareth Araujo conversamos com es
";1
386;"A noite mais emocionante da minha vida ate o dia de hoje!!!Cantar o hino nacional unindo minha voz a voz do povo brasileiro na abertura nacional da campanha do foi inesquecivel! Historico!!!Agradeco ao a sintonia finaPiano Contrabaixo .c.santos 
";1
387;"Construimos nos governos doPT uma politica externa que aproximou os continentes, valorizou a America Latina e a Africa, e ampliou as relacoes comerciais. Nosso pais precisa voltar a ser ativo e altivo para ter uma politica internacional de protagonismo novamente. 
";1
389;"Trabalhador incansavel pela melhoria da vida dos mineiros, Adelmo foi um dos deputados mais atuantes de Minas. Sempre com o objetivo de legislar e fiscalizar para que os recursos publicos fossem transformados em melhorias na saude, educacao, agricultura familiar, geracao de emprego e renda, e sustentabilidade.Votar em Adelmo e a certeza de que a sua voz sera ouvida e representada na Assembleia de Minas.No dia de outubro nao troque o certo pelo duvidoso. Valorize seu voto
";1
391;"Se a juventude nao se mobilizar com anos, nao tiver vontade, fica muito dificil mudar o pais. Se voce quer mudar a sua cidade, voce tem que participar, tirar o titulo de eleitor e participar da democracia do pais.Nos temos que mudar o curso da historia, e essa eleicao e uma oportunidade de definir o Brasil que a gente quer.Fotos: Ricardo Stuckert
";1
408;"O presidente Lula escolheu Belo Horizonte para ser o palco do deg Grande Comicio da Campanha. As mineiras e os mineiros compareceram e trouxeram os coracoes carregados de esperanca por dias melhores para Minas e para o Brasil! A noite de de agosto de ficou na historia da democracia!
";1
410;"No dia do e da artista fazemos nossa homenagem e reafirmamos nosso compromisso com a luta por mais fomento e respeito para o setor cultural. Como deputada estadual garantimos a lei que autorizou o governo do Estado a instituir o auxilio emergencial para a cultura durante o periodo de duracao da pandemia decorrente do Covid-.Construido coletivamente e contando com o apoio de mais de entidades e figuras culturais, a proposta foi aprovada na Assembleia Legislativ
";1
416;"Hoje cedinho fomos ali no Calcadao do Centro, e lamentavel ver a cidade como se vivessemos um eterno feriado. Pouca gente comprando e os comerciantes na luta para conseguir fazer uma venda. Os trabalhadores estao passando por muitas dificuldades e sem nenhuma ajuda dos que estao no governo, que, segundo eles, nem aparecem por la.Sinceramente, o que esta faltando e trabalho. Eu e o sempre fomos gestores do trabalho, quem nos acompanha sabe disso e, graca
";1
422;"Lula herdou o Brasil na a. economia mundial, elevou para a posicao. Bozo herdou na a e ja estamos na a. Em quando Lula assumiu, deviamos uma babilonia ao FMI, Lula pagou a divida e emprestou BILHOES de dolares ao FMI, passamos pela a vez na historia a ser credores do FMI, Lula fundou os BRICS, novo fundo monetario Internacional em parceria com a Russia, India, China e Africa do Sul com mais BILHOES de dolares. Lula gerou MILHOES de empregos com carteira a
";1
431;"Sofia e a deputada da cultura na Assembleia Legislativa do RS Sofia esta ao lado da cultura e de seus e suas trabalhadoras. Como vereadora e, agora, deputada, defende lutas que fazem a diferenca: Implementou na Camara Municipal de Porto Alegre a Mostra de Artes Cenicas e Musica do Teatro Glenio Peres e agora luta para a realizacao da Mostra Gaucha de Artes Cenicas na AL/RS
";1
437;"Nao sou de ir a comicios: lugares muito cheios, em que mal posso me movimentar, tendem a me deixar ansioso - e como nao sou de cantar, dancar ou repetir bordoes em voz alta (eu sei, sou um porre; tenho plena consciencia disso), sempre acho que apenas desperdicarei espaco sem contribuir pra agitacao da coisa. Na realidade, o ultimo comicio do qual participei foi aquele que encerrou a campanha de Dilma em Sao Paulo antes das eleicoes de , quando discursei por uns dois min
";1
438;"Se em um homem desse estado foi enforcado porque queria a independencia desse pais. Se em eles esquartejaram, cortaram a carne, salgaram e penduraram no poste para que ninguem mais falasse de independencia, eu quero que os esquartejadores saibam: nos estamos de volta para fazer uma nova independencia nesse pais, que garanta a dignidade, o respeito e a harmonia do nosso povo.Esse pais tem que voltar para as maos de homens e mulheres que sabem construir. E eu e o Alc
";1
444;"Essa foi minha fala na abertura do , aqui em . Que orgulho! O (Movimento gay de Minas) foi quem primeiro me acolheu e ensinou que eu poderia ser quem eu era, ser feliz, sonhar e realizar.Eu serei eleito para que as meninas e os meninos da periferia e das cidades do interior vivam sem medo de serem quem sao.Para que esses jovens sonhem e que seus sonhos mudem, mais que suas vidas, mas a historia de suas familias e sejam inspiracao para toda uma ge
";1
450;"ESPALHE A VERDADE!Tentaram tirar esse video de circulacao, NAO VAMOS PERMITIR. Lula criou a marcha para Jesus, e e lamentavel como um movimento com uma motivacao tao nobre se tornou o antro de mentirosos, armamentistas, preconceituosos, gananciosos, milicianos e intolerantes. A ultima marcha teve uma arma gigante, onde os participantes tiravam selfies, faziam videos, se exibiam, e em nenhum momento Jesus foi exaltado e os pobres foram lembrados.Lula nao fechou e nao fechara
";1
454;"Faltam dias para voces apertarem tao forte na urna, pra me eleger deputado federal em Minas Gerais, que eu vou sentir de onde eu estiver! O nosso futuro, a gente inventa! Gustavo Mendes deputado federal e !
";1
456;"Duvivier resumiu aqui o que penso sobre a entrevista do miliciano ao JN. Esse jornal tentou destruir Lula quando virou panfleto do ex-juizeco Moro. Atacavam todos os dias, nao tiveram nenhum respeito, nem ao menos pelas perdas que Lula sofreu, Dona Marisa, seu neto Arthur, seu irmao Vava. Bolsonaro mentiu como sempre, repetiu as baboseiras que ilude o gado e nao foi confrontado de verdade.
";1
457;"Esse pais vai voltar a ser justo. Vai voltar a sorrir. As pessoas vao voltar a ter tres refeicoes por dia, vao voltar a ter emprego, e esse emprego sera melhor remunerado. O salario minimo aumentara acima da inflacao todo ano, a empregada domestica tera direitos trabalhistas, ferias, decimo terceiro e carteira assinada.Hoje era dia da familia se reunir para comer uma feijoada. Quem ja nao ficou dentro da cozinha lavando feijao, tirando sal da carne, a mae preparando e juntav
";1
463;"Missa das h , no dia //, em Aparecida.Eu estava la.Esse padre falou tudo.Se os evangelicos podem falar de politica nos seus cultos, por que os padres nao podem em suas missas????
";1
472;"Por volta das h da manha, comecei o dia na estacao de Engenheiro Pedreira em Japeri, do jeito que eu fazia quando morava na Baixada e trabalhava no Centro do Rio. Percebi um numero menor de pessoas e isso quer dizer que muita gente nao esta conseguindo um emprego . Quero ser o senador do Rio para mudar isso. Estou pronto para ajudar a acabar de vez com a fome, recuperar a economia e criar novas oportunidades para os moradores do nosso Estado. 
";1
473;"Minha gente, a hora da mudanca esta chegando! Pesquisa Datafolha divulgada nesta quinta-feira (), encomendada pela Globo e pelo jornal Folha de S. Paulo, mostra o ex-presidente Lula com % das intencoes de voto no primeiro turno da eleicao presidencial, seguido pelo atual presidente Jair Bolsonaro, com %.
";1
481;"Marcio Franca demonstrou que o Brasil quer precisa e deve se ajudar, em uma decisao sensata, democratica e inteligente declarou apoio a Fernando Haddad. Em video publicado nas redes sociais, Franca alegou a defesa da democracia ao justificar sua desistencia de concorrer ao Palacio dos Bandeirantes e declarou apoio ao ex-prefeito Fernando Haddad (PT).
";1
490;"Assisti a entrevista do Bolsonaro e a do Lula no JN e confesso que em ambas deu Ansia principalmente na do Lula fdp escroto depois de ter deixado o pais nessa desgraca que esta hoje, e revoltante um pais que esta a quase decadas sem crescimento economico, ver Luladrao discursando como se nada tivesse acontecido me deu nojo... Bolsonaro so deu continuidade na desgraca e nao fez /10 do que prometeu antes de se eleger, cometeu varios crimes contra a saude publica, ambos deveriam
";1
492;"Gente eu nunca me envolvi real em nada sobre politica mas estou totalmente convicta e decidida depois de muito pensar que nao vai adiantar escolher o menos pior entre lula e Bolsonaro ! Nosso pais precisa de mudanca e renovacao por isso ESTOU SIM CONVERSANDO COM AMIGOS SOBRE VOTAR NO CIRO E MEU PERFIL NAO E DEMOCRATICO, aqui o que importa e o que eu acho correto ! Respeito quem vai votar em outros mas nao tentem me convencer de fazer a mesma asneira que voces ! Bom descanso a
";1
497;"Ana Paula Matos, a candidata a vice-presidencia na chapa de Ciro Gomes, tem anos e e natural de Salvador. Vice-prefeita da capital baiana, ela sempre foi um exemplo de dedicacao ao estudo e ao trabalho. Aos anos, ja era formada em Administracao e Direito, pos-graduada em Financas e mestre em Administracao.A partir dai, se tornou coordenadora e professora de graduacao e pos-graduacao e muito jovem iniciou uma brilhante carreira em empresas privadas e estatais, nas quai
";1
499;"Um jovem bolsonarista me questionou quanto ao Ciro Gomes, no que diz respeito a sua proposta do Renda Minima. Mas as colocacoes do bolsonarista sao todas infundadas. A principio a discussao aqui girou em torno do assistencialismo. O que e assistencialismo? Na minha opiniao e O CULTIVO POLITICO DA NECESSIDADE DA ASSISTENCIA. Isso e assistencialismo, que o Lula faz E O BOZO COPIOU DE MODO VISIVELMENTE ELEITOREIRO. A proposta do Ciro e diferente. 
";1
522;"Eu e Anderson temos a satisfacao de estar ao lado de um desses ministros competentes da equipe Bolsonaro. Meu conterraneo, ""cabra da peste"": Gilson Machado! Compomos a chapa que vai Mudar Pernambuco com Anderson Ferreira como governador, eu como deputado estadual, o senador Gilson Machado e o presidente Jair Bolsonaro.BOLSONARO : O NOSSO PRESIDENTEGILSON : O SENADOR DE BOLSONARO.
";1
525;"Wilton Acosta tem um convite para voce patriota!Transforme sua casa em um comite civil e voluntario de apoio ao presidente Jair Messias Bolsonaro e das bandeiras Deus, Patria, Familia e Liberdade!Faca parte voce tambem!.
";1
528;"HOJE TEM!!!!Entrevista com um Ex Presidiario, ""Descondenado, Mas Nao Inocentado""...As :h no JN Teremos a Participacao do Que Hoje na Politica Brasileira e Considerado Uma Aberracao....
";1
530;"Super interessanteHistorias que nao nos contaram na escola!Os misterio da Pedra da Gavea, um dos pontos turisticos mais conhecidos do Rio de Janeiro.
";1
531;"Dai eu fico pensando...espero sinceramente que a turma do PT que apoia o ex presidente, ops ex presidiario aceitem trabalhar em uma empresa a ceu aberto, onde nao se tem garantia nenhuma , onde nao tem domingo e nem feriado, onde se trabalha olhando para ceu , para produzir alimentos para o mundo.Onde nao podemos adotar o FIQUE EM CASA, pois o Agro nao espera, o Agro nao pode parar.Quero ver essa turma que fala mal de quem produz, levantar de madrugada e parar tarde da noite
";1
532;"Votem em quem defende o seu direito de se defender.Vote para Deputada Federal: para que eu siga trabalhando por nossas familias, por Sao Paulo, e pelo Brasil. 
";1
536;"Terra de desbravadores, de gente que trabalha e investe no futuro. De quem cuida e se dedica ao proximo. De gente acolhedora e gentil. Uma Capital prospera que preserva a simplicidade e privilegio de paisagens unicas, do mais bonito por do sol as araras colorindo o ceu.Aqui tenho minhas raizes, formei minha familia, construi minha historia e me dedicarei ao futuro, para fazer de Campo Grande a Capital dos sonhos de todos os sul-mato-grossenses.
";1
541;"A mensagem que Bolsonaro nos passa.Argentina, Colombia, Dario Messer e Nicaragua. Se voce pesquisar sobre esses temas, vai ver que alem de um doleiro delator de uma das maiores fraudes nos governos do PT, e ligado a rede globo, o comunismo nos paises citados, presididos por amigos da esquerda brasileira, esta gerando fome, legalizacao das drogas e principalmente, a Perseguicao aos Cristaos. Precisamos nos posicionar. Nao apenas apoiando um politico, mas principios: Deus, 
";1
543;"Voce esta pronto para ajudar nosso Presidente e Governador?.Foi um presente o confiar em minhas maos sua campanha no Oeste Paulista. Mas ninguem chega em lugar nenhum sozinho, por isso aguardo voce para retirar o seu kit de apoio do nosso proximo Governador e do nosso Presidente na Rua Dr. Jose Foz, , Pres. Prudente/SP. ..
";1
544;"Hoje Dia - Segunda Feira, Comecam as Entrevistas no JN com os Candidatos a Presidencia...E Ninguem Melhor Para Abrir a Rodada do Que o Presidente Jair Bolsonaro.Segura William, ao Vivo 
";1
